book_id,isbn,authors,original_publication_year,title
2715,312590989,Alyson Noel,2010,"Night Star (The Immortals, #5)"
2716,553282980,N.H. Kleinbaum,1988,Dead Poets Society
2717,,Emily Bleeker,2015,Wreckage
2718,552154229,Terry Pratchett,1999,"The Fifth Elephant (Discworld, #24; City Watch, #5)"
2719,1741661285,John Flanagan,2006,"The Sorcerer in the North (Ranger's Apprentice, #5)"
2720,876120834,Paramahansa Yogananda,1946,Autobiography of a Yogi
2721,345522494,Kevin Hearne,2011,"Hexed (The Iron Druid Chronicles, #2)"
2722,590431978,"Alvin Schwartz, Stephen Gammell",1981,"Scary Stories to Tell in the Dark (Scary Stories, #1)"
2723,525955097,Harlan Coben,2016,Fool Me Once
2724,679721037,John Hersey,1946,Hiroshima
2725,316041440,Jennifer Brown,2009,Hate List
2726,62235656,Kasie West,2013,The Distance Between Us
2727,517223120,Karen Armstrong,1975,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam"
2728,316129070,James S.A. Corey,2013,"Abaddon's Gate (The Expanse, #3)"
2729,143039962,"Pablo Neruda, W.S. Merwin, Cristina García",1924,Twenty Love Poems and a Song of Despair
2730,425116840,Tom Clancy,1988,"The Cardinal of the Kremlin (Jack Ryan Universe, #5)"
2731,590930028,David Shannon,1998,"No, David!"
2732,140449108,"Thomas More, Paul Turner",1516,Utopia
2733,316113662,"Pseudonymous Bosch, Gilbert Ford",2007,"The Name of This Book Is Secret (Secret, #1)"
2734,62280678,Danielle  Paige,2014,"Dorothy Must Die (Dorothy Must Die, #1)"
2735,553804790,Dean Koontz,2006,The Husband
2736,385501129,Aimee Bender,2010,The Particular Sadness of Lemon Cake
2737,446610224,James Patterson,2003,"The Big Bad Wolf  (Alex Cross, #9)"
2738,385722206,"Dai Sijie, Ina Rilke",2000,Balzac and the Little Chinese Seamstress
2739,62282719,Roxane Gay,2014,Bad Feminist
2740,671729470,V.C. Andrews,1980,"Petals on the Wind (Dollanganger, #2)"
2741,375814256,"Roald Dahl, Quentin Blake",1975,Danny the Champion of the World
2742,1594202842,Amy Chua,2011,Battle Hymn of the Tiger Mother
2743,,Noelle Stevenson,2015,Nimona
2744,1400052580,Giada De Laurentiis,2005,Everyday Italian: 125 Simple and Delicious Recipes
2745,425204693,Patricia Cornwell,1995,"From Potter's Field (Kay Scarpetta, #6)"
2746,446619035,James Patterson,2005,"Mary, Mary (Alex Cross, #11)"
2747,,Jeanette Winterson,1985,Oranges Are Not the Only Fruit
2748,,R.K. Lilley,2013,"Grounded (Up in the Air, #3)"
2749,8188575704,Ravinder Singh,2007,I Too Had a Love Story
2750,64401480,"Betty MacDonald, Alexandra Boiger",1947,"Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle, #1)"
2751,312941919,Michael Connelly,1997,"Trunk Music (Harry Bosch, #5; Harry Bosch Universe, #6)"
2752,62265423,Dan   Harris,2014,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works"
2753,1400054346,"Ina Garten, Quentin Bacon",2006,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again
2754,446690449,Michael Connelly,1998,"Blood Work (Harry Bosch Universe, #8; Terry McCaleb #1)"
2755,1857989341,Isaac Asimov,1972,The Gods Themselves
2756,545060478,Peter Lerangis,2010,"The Viper's Nest (39 Clues, #7)"
2757,60838744,Sena Jeter Naslund,1999,"Ahab's Wife, or The Star-Gazer"
2758,345470575,"CLAMP, Anthony Gerard",2004,"Tsubasa: RESERVoir CHRoNiCLE, Vol. 01"
2759,316905712,Darren Shan,2000,"A Living Nightmare (Cirque Du Freak, #1)"
2760,1563898586,"Alan Moore, Kevin O'Neill",2000,"The League of Extraordinary Gentlemen, Vol. 1"
2761,763622591,M.T. Anderson,2002,Feed
2762,425226921,Nalini Singh,2009,"Angels' Blood (Guild Hunter, #1)"
2763,486275485,"Euripides, Rex Warner",-431,Medea
2764,1423118235,Cinda Williams Chima,2009,"The Demon King (Seven Realms, #1)"
2765,842314296,Hannah Hurnard,1955,Hinds' Feet on High Places
2766,037542380X,Charles Burns,1995,Black Hole
2767,1607069318,"Brian K. Vaughan, Fiona Staples",2014,"Saga, Vol. 3 (Saga, #3)"
2768,804178747,Lee Child,2014,"Personal (Jack Reacher, #19)"
2769,1250028647,Therese Anne Fowler,2013,Z: A Novel of Zelda Fitzgerald
2770,081297736X,Kurt Vonnegut Jr.,2005,A Man Without a Country
2771,,Catherine Ryan Hyde,2009,When I Found You
2772,1101883073,Martha Hall Kelly,2016,Lilac Girls
2773,316017701,"James Patterson, Maxine Paetro",2008,"7th Heaven (Women's Murder Club, #7)"
2774,593073894,Lee Child,2015,"Make Me (Jack Reacher, #20)"
2775,770436420,Anthony Marra,2013,A Constellation of Vital Phenomena
2776,,Abbi Glines,2012,"While It Lasts (Sea Breeze, #3)"
2777,307594033,Will Schwalbe,2012,The End of Your Life Book Club
2778,1416913184,Lauren Barnholdt,2007,Two-Way Street
2779,,Raine Miller,2012,"All In (The Blackstone Affair, #2)"
2780,174166134X,John Flanagan,2006,"The Siege of Macindaw (Ranger's Apprentice, #6)"
2781,60652381,C.S. Lewis,1961,A Grief Observed
2782,1563894459,"Warren Ellis, Darick Robertston, Garth Ennis",1998,"Transmetropolitan, Vol. 1: Back on the Street (Transmetropolitan, #1)"
2783,1416903372,Tamora Pierce,1994,"Emperor Mage (Immortals, #3)"
2784,307590615,George W. Bush,2010,Decision Points
2785,,"James Patterson, Gabrielle Charbonnet",2009,"Witch & Wizard (Witch & Wizard, #1)"
2786,64400581,"Jean Craighead George, John Schoenherr",1972,"Julie of the Wolves (Julie of the Wolves, #1)"
2787,033039780X,Judy Blume,1975,Forever . . .
2788,1476728747,David McCullough,2015,The Wright Brothers
2789,752858556,Robert Ludlum,1979,The Matarese Circle (Matarese #1)
2790,1400063256,Jon Meacham,2008,American Lion: Andrew Jackson in the White House
2791,446573051,David Baldacci,2012,"The Forgotten (John Puller, #2)"
2792,765378558,Brandon Sanderson,2015,"Shadows of Self (Mistborn, #5)"
2793,345807952,Helen Fielding,2013,"Mad About the Boy (Bridget Jones, #3)"
2794,6280897,C.S. Lewis,1960,The Four Loves
2795,,Mia Sheridan,2014,Archer's Voice
2796,042524413X,Alyson Richman,2011,The Lost Wife
2797,847826465,"Umberto Eco, Girolamo De Michele, Alastair McEwen",2004,History of Beauty
2798,067972477X,Robert Graves,1934,"I, Claudius (Claudius, #1)"
2799,547959109,Joelle Charbonneau,2013,"The Testing (The Testing, #1)"
2800,345542886,Janet Evanovich,2013,"Takedown Twenty (Stephanie Plum, #20)"
2801,1469984016,Kirsty Moseley,2011,The Boy Who Sneaks in My Bedroom Window
2802,037581468X,Tamora Pierce,2006,"Terrier (Beka Cooper, #1)"
2803,312662750,Darynda Jones,2011,"First Grave on the Right (Charley Davidson, #1)"
2804,1451651694,"Amanda Lindhout, Sara Corbett",2013,A House in the Sky
2805,1596437138,Vera Brosgol,2011,Anya's Ghost
2806,067978148X,Bret Easton Ellis,1987,The Rules of Attraction
2807,60572973,Kim Harrison,2005,"The Good, the Bad, and the Undead (The Hollows, #2)"
2808,786942460,R.A. Salvatore,1988,"The Crystal Shard (Forgotten Realms: Icewind Dale, #1; Legend of Drizzt, #4)"
2809,140274219,Jean Rhys,1966,Wide Sargasso Sea
2810,316296198,John Fowles,1965,The Magus
2811,552148032,David Eddings,1988,"King of the Murgos (The Malloreon, #2)"
2812,60288132,Louise Rennison,2000,"On the Bright Side, I'm Now the Girlfriend of a Sex God (Confessions of Georgia Nicolson, #2)"
2813,1476785597,Caroline Kepnes,2014,"You (You, #1)"
2814,316134074,Laini Taylor,2014,"Dreams of Gods & Monsters (Daughter of Smoke & Bone, #3)"
2815,385525001,John Grisham,2007,Playing for Pizza
2816,1402784031,Colleen Houck,2011,"Tiger's Curse (The Tiger Saga, #1)"
2817,441102670,Frank Herbert,1985,Chapterhouse: Dune (Dune Chronicles #6)
2818,399252517,Jacqueline Woodson,2014,Brown Girl Dreaming
2819,316081051,Mira Grant,2010,"Feed (Newsflesh Trilogy, #1)"
2820,142000205,Gwyn Hyman Rubio,1998,Icy Sparks
2821,553213180,L.M. Montgomery,1917,"Anne's House of Dreams (Anne of Green Gables, #5)"
2822,345476166,Steve Berry,2006,"The Templar Legacy (Cotton Malone, #1)"
2823,449000656,Sue Grafton,1993,"J is for Judgment (Kinsey Millhone, #10)"
2824,1401340903,Katherine Howe,2009,The Physick Book of Deliverance Dane
2825,765310023,Steven Erikson,2000,"Deadhouse Gates (The Malazan Book of the Fallen, #2)"
2826,1743342373,Kylie Scott,2013,"Lick (Stage Dive, #1)"
2827,312997132,Jeffrey Archer,1976,"Not a Penny More, Not a Penny Less"
2828,575082453,Joe Abercrombie,2009,Best Served Cold
2829,62309668,Emma Healey,2014,Elizabeth Is Missing
2830,1416505016,Vince Flynn,2005,"Consent to Kill (Mitch Rapp, #8)"
2831,679444327,Isabel Wilkerson,2010,The Warmth of Other Suns: The Epic Story of America's Great Migration
2832,316399620,Claire North,2014,The First Fifteen Lives of Harry August
2833,62206281,Carlos Ruiz Zafón,2011,"The Prisoner of Heaven (The Cemetery of Forgotten Books, #3)"
2834,345476093,"Barbara W. Tuchman, Robert K. Massie",1962,The Guns of August
2835,671047345,Vince Flynn,2001,"Separation of Power (Mitch Rapp, #5)"
2836,439829100,John Marsden,1993,"Tomorrow, When the War Began (Tomorrow, #1)"
2837,1599951495,"Robert M. Edsel, Bret Witter",2009,"The Monuments Men: Allied Heroes, Nazi Thieves, and the Greatest Treasure Hunt in History"
2838,374346674,Ava Dellaira,2014,Love Letters to the Dead
2839,,Helen Bryan,2007,War Brides
2840,1101947136,Yaa Gyasi,2016,Homegoing
2841,393068471,Mary Roach,2010,Packing for Mars: The Curious Science of Life in the Void
2842,446195502,David Baldacci,2008,"Divine Justice (Camel Club, #4)"
2843,785132619,"Mark Millar, John Romita Jr., Rob Liefeld",2010,"Kick-Ass (Kick-Ass, #1)"
2844,1401908977,"Immaculée Ilibagiza, Steve Erwin",2006,Left to Tell: Discovering God Amidst the Rwandan Holocaust
2845,61449121,Michael  Grant,2011,"Plague (Gone, #4)"
2846,321107217,Charles Dickens,1854,Hard Times
2847,2877068161,Joël Dicker,2011,La Vérité sur l'affaire Harry Quebert
2848,316176532,Kate Atkinson,2015,A God in Ruins
2849,052595158X,Harlan Coben,2010,Caught
2850,373802498,Maria V. Snyder,2006,"Magic Study (Study, #2)"
2851,1931514925,"CLAMP, Shirley Kubo",2001,"Chobits, Vol. 1"
2852,156931778X,"Koushun Takami, Yuji Oniki",1999,Battle Royale
2853,553807218,Sarah Addison Allen,2010,The Girl Who Chased the Moon
2854,1842323008,Nevil Shute,1950,A Town Like Alice
2855,039916927X,Sophia Amoruso,2014,#GIRLBOSS
2856,778325318,Diane Chamberlain,2006,The Secret Life of CeeCee Wilkes
2857,445406518,Elizabeth Peters,1975,Crocodile on the Sandbank (Amelia Peabody #1)
2858,425230074,Nora Roberts,2009,"Bed of Roses (Bride Quartet, #2)"
2859,425147584,Tom Clancy,1994,"Debt of Honor (Jack Ryan Universe, #8)"
2860,156904365,C.S. Lewis,1956,Till We Have Faces
2861,142406120,Anthony Horowitz,2001,"Point Blank (Alex Rider, #2)"
2862,425181111,Dean Koontz,1986,Strangers
2863,451209338,Daniel Silva,2000,"The Kill Artist (Gabriel Allon, #1)"
2864,1844280594,Mo Willems,2004,"Knuffle Bunny: A Cautionary Tale (Knuffle Bunny, #1)"
2865,747541604,Edward Gorey,1963,"The Gashlycrumb Tinies (The Vinegar Works, #1)"
2866,62067753,"Terry Pratchett, Stephen Baxter",2012,"The Long Earth (The Long Earth, #1)"
2867,446691437,"Steven Pressfield, Robert McKee",2002,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles
2868,,Abbi Glines,2004,"Existence (Existence Trilogy, #1)"
2869,679723056,Raymond Carver,1981,What We Talk About When We Talk About Love
2870,670061107,Sarah Dessen,1996,That Summer
2871,316187747,Michael J. Sullivan,2011,"Theft of Swords (The Riyria Revelations, #1-2)"
2872,1250010691,Diane Chamberlain,2013,"Necessary Lies (Necessary Lies, #1)"
2873,449208133,"Larry Niven, Jerry Pournelle",1977,Lucifer's Hammer
2874,425205754,Nora Roberts,1996,Montana Sky
2875,451530179,"W. Somerset Maugham, Benjamin DeMott, Maeve Binchy",1915,Of Human Bondage
2876,451471474,Gayle Forman,2015,I Was Here
2877,525467262,"A.A. Milne, Ernest H. Shepard",1961,"The Complete Tales and Poems of Winnie-the-Pooh (Winnie-the-Pooh, #1-4)"
2878,553584537,Lisa Gardner,2004,"Alone (Detective D.D. Warren, #1)"
2879,395169615,Virginia Lee Burton,1938,Mike Mulligan and His Steam Shovel
2880,62278789,Veronica Roth,2013,"Divergent Series Complete Box Set (Divergent, #1-3)"
2881,61161640,Terry Pratchett,2007,"Making Money (Discworld, #36; Moist Von Lipwig, #2)"
2882,1423368991,Nora Roberts,2010,"Happy Ever After (Bride Quartet, #4)"
2883,140230270,Jodi Picoult,1993,Harvesting the Heart
2884,1423157516,Alexandra Bracken,2013,"Never Fade (The Darkest Minds, #2)"
2885,446407410,"Vicki Myron, Bret Witter",2008,Dewey: The Small-Town Library Cat Who Touched the World
2886,62104896,Soman Chainani,2013,"The School for Good and Evil (The School for Good and Evil, #1)"
2887,60788380,Kim Harrison,2007,"For a Few Demons More (The Hollows, #5)"
2888,670026328,Tana French,2014,"The Secret Place (Dublin Murder Squad, #5)"
2889,076536543X,Brandon Sanderson,2009,"Mistborn Trilogy Boxed Set (Mistborn, #1-3)"
2890,671024094,Jeffery Deaver,1998,"The Coffin Dancer (Lincoln Rhyme, #2)"
2891,545060486,Gordon Korman,2010,"The Emperor's Code (The 39 Clues, #8)"
2892,618164413,"Margret Rey, H.A. Rey",1969,The Complete Adventures of Curious George
2893,316069418,Michael Connelly,2011,"The Drop (Harry Bosch, #17; Harry Bosch Universe, #21)"
2894,189221301X,Naoko Takeuchi,1992,"Sailor Moon, #1 (Sailor Moon, #1)"
2895,62218360,"Steven D. Levitt, Stephen J. Dubner",2014,Think Like a Freak
2896,545326990,"Raina Telgemeier, Gurihiru",2012,Drama
2897,074326004X,Sarah Vowell,2005,Assassination Vacation
2898,380014300,Roger Zelazny,1970,Nine Princes in Amber (The Chronicles of Amber #1)
2899,1451693567,Alice Hoffman,2014,The Museum of Extraordinary Things
2900,765304961,Orson Scott Card,2008,"Ender in Exile (Ender's Saga, #1.2)"
2901,042519485X,MaryJanice Davidson,2004,"Undead and Unwed (Undead, #1)"
2902,722536542,Paulo Coelho,1996,The Fifth Mountain
2903,385418868,"Joseph Campbell, Bill Moyers",1988,The Power of Myth
2904,765375869,John Scalzi,2014,"Lock In (Lock In, #1)"
2905,385351232,Jo Baker,2013,Longbourn
2906,1476764026,"Cary Elwes, Joe Layden, Various, Rob Reiner",2014,As You Wish: Inconceivable Tales from the Making of The Princess Bride
2907,399230033,Peggy Rathmann,1994,"Good Night, Gorilla"
2908,62217135,Robyn Schneider,2013,The Beginning of Everything
2909,054506046X,Jude Watson,2009,"In Too Deep (The 39 Clues, #6)"
2910,1840187166,"Frank W. Abagnale, Stan Redding",1980,Catch Me If You Can: The True Story of a Real Fake
2911,515133876,Laurell K. Hamilton,2001,"Narcissus in Chains (Anita Blake, Vampire Hunter, #10)"
2912,684865181,Gary Zukav,1989,The Seat of the Soul
2913,345545834,J. Kenner,2013,"Claim Me (Stark Trilogy, #2)"
2914,067003777X,Marisha Pessl,2006,Special Topics in Calamity Physics
2915,62259652,Josh Malerman,2014,Bird Box
2916,62071041,Dan Wells,2012,"Partials (Partials Sequence, #1)"
2917,618773479,Timothy Egan,2006,The Worst Hard Time: The Untold Story of Those Who Survived the Great American Dust Bowl
2918,758278454,Ellen Marie Wiseman,2013,What She Left Behind
2919,006156608X,Sara Shepard,2008,"Wicked (Pretty Little Liars, #5)"
2920,1416516352,Vince Flynn,1999,"Transfer of Power (Mitch Rapp, #3)"
2921,60931728,Sylvia Plath,1965,Ariel
2922,1401235417,"Scott Snyder, Greg Capullo, Jonathan Glapion",2012,"Batman, Volume 1: The Court of Owls"
2923,60735422,Christopher Moore,1992,"Practical Demonkeeping (Pine Cove, #1)"
2924,451219953,Raymond Khoury,2006,"The Last Templar (Templar, #1)"
2925,345518519,Kathy Griffin,2009,Official Book Club Selection: A Memoir According to Kathy Griffin
2926,60932147,"Milan Kundera, Aaron Asher",1979,The Book of Laughter and Forgetting
2927,440222656,Nicholas Evans,1995,The Horse Whisperer
2928,1580627560,Sherry Argov,2009,Why Men Love Bitches: From Doormat to Dreamgirl—A Woman's Guide to Holding Her Own in a Relationship
2929,61566179,Sara Shepard,2010,"Wanted (Pretty Little Liars, #8)"
2930,60788704,Kim Harrison,2008,"The Outlaw Demon Wails (The Hollows, #6)"
2931,048627263X,"Edwin A. Abbott, Banesh Hoffmann",1884,Flatland: A Romance of Many Dimensions
2932,031612611X,Libba Bray,2012,"The Diviners (The Diviners, #1)"
2933,375851798,Tim Tharp,2008,The Spectacular Now
2934,61129739,"Erich Fromm, Peter D. Kramer, Rainer Funk",1956,The Art of Loving
2935,043979143X,Suzanne Collins,2007,"Gregor and the Code of Claw (Underland Chronicles, #5)"
2936,380821214,Terry Pratchett,1990,"Eric (Discworld, #9; Rincewind #4)"
2937,1563890933,"Neil Gaiman, Shawn McManus, Colleen Doran, Bryan Talbot, George Pratt, Stan Woch, Dick Giordano, Todd Klein",1993,A Game of You (The Sandman #5)
2938,60731486,Marian Keyes,2004,The Other Side of the Story
2939,553381539,Pat Conroy,1975,Beach Music
2940,842313079,Francine Rivers,1994,"An Echo in the Darkness (Mark of the Lion, #2)"
2941,,Mary E. Pearson,2014,"The Kiss of Deception (The Remnant Chronicles, #1)"
2942,440184622,James Clavell,1966,"Tai-Pan (Asian Saga, #2)"
2943,399157220,Eleanor Brown,2011,The Weird Sisters
2944,413771164,Terry Pratchett,2000,"The Truth (Discworld, #25; Industrial Revolution, #2)"
2945,312358342,Tom Perrotta,2011,The Leftovers
2946,60920432,Mihaly Csikszentmihalyi,1990,Flow: The Psychology of Optimal Experience
2947,1932796789,"Margaret Weis, Tracy Hickman",1985,"Dragons of Winter Night (Dragonlance: Chronicles, #2)"
2948,1439177805,Portia de Rossi,2010,Unbearable Lightness: A Story of Loss and Gain
2949,312949804,Lisa Kleypas,2007,"Mine Till Midnight (The Hathaways, #1)"
2950,1416522913,"Carl Bernstein, Bob Woodward",1974,All the President's Men
2951,399254838,Andrea Cremer,2011,Wolfsbane (Nightshade #2; Nightshade World #5)
2952,141439629,"George Eliot, A.S. Byatt",1860,The Mill on the Floss
2953,1400066409,Gary Shteyngart,2010,Super Sad True Love Story
2954,441068804,Robin McKinley,1982,"The Blue Sword (Damar, #1)"
2955,451239350,J.R. Ward,2013,"Lover at Last (Black Dagger Brotherhood, #11)"
2956,159514451X,"Michelle Rowen, Richelle Mead",2011,Vampire Academy: The Ultimate Guide (Vampire Academy)
2957,6280838,C.S. Lewis,1955,Surprised by Joy: The Shape of My Early Life
2958,465026567,Douglas R. Hofstadter,1979,"Gödel, Escher, Bach: An Eternal Golden Braid"
2959,375828788,Tamora Pierce,2004,"Trickster's Queen (Daughter of the Lioness, #2)"
2960,805005013,"Robert Frost, Edward Connery Lathem",1969,"The Poetry of Robert Frost (Collected Poems, Complete & Unabridged)"
2961,439286069,Rodman Philbrick,1993,"Freak the Mighty (Freak The Mighty, #1)"
2962,316212822,Jennifer E. Smith,2013,"This Is What Happy Looks Like (This is What Happy Looks Like, #1)"
2963,310245656,Philip Yancey,1997,What's So Amazing About Grace?
2964,1416595201,Vince Flynn,2012,"Kill Shot (Mitch Rapp, #2)"
2965,553381652,Jean M. Auel,1990,"The Plains of Passage (Earth's Children, #4)"
2966,1419711326,Jeff Kinney,2013,"Hard Luck (Diary of a Wimpy Kid, #8)"
2967,316159417,"Åsne Seierstad, Ingrid Christopherson",2002,The Bookseller of Kabul
2968,743437314,D.J. MacHale,2002,"The Merchant of Death (Pendragon, #1)"
2969,345497511,China Miéville,2009,The City & the City
2970,1416510567,Kathy Reichs,2001,"Fatal Voyage (Temperance Brennan, #4)"
2971,441017029,Ilona Andrews,2009,"Magic Strikes (Kate Daniels, #3)"
2972,1478322306,Chelsea M. Cameron,2012,"My Favorite Mistake (My Favorite Mistake, #1)"
2973,425176088,Arthur Hailey,1968,Airport
2974,446545244,James Patterson,2011,"Angel (Maximum Ride, #7)"
2975,791071685,"Harold Bloom, Terry Southern, David H. Goldsmith, James Lundquist, Lawrence R. Broer, Peter J. Reed, Loree Rackstraw, William S. Doxey, Jerome Klinkowitz, Richard Giannone, John L. Simons, Leonard Mustazza, Zoltan Ab di-Nagy, Peter Freese, Wendy B. Faris",2002,Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations)
2976,192751077,"Beverly Cleary, Alan Tiegreen",1975,"Ramona the Brave (Ramona, #3)"
2977,553564927,Timothy Zahn,1993,The Last Command
2978,1616960922,Brandon Sanderson,2012,The Emperor's Soul
2979,1416584080,Stephen King,2008,Just After Sunset
2980,786851716,Patricia McCormick,2006,Sold
2981,316015059,James Patterson,2007,"Double Cross (Alex Cross, #13)"
2982,192838997,"Alexander Pushkin, James E. Falen",1833,Eugene Onegin
2983,1423171020,"Amie Kaufman, Meagan Spooner",2013,"These Broken Stars (Starbound, #1)"
2984,670062278,Alison Goodman,2008,"Eon: Dragoneye Reborn (Eon, #1)"
2985,689862210,E.L. Konigsburg,1996,The View from Saturday
2986,312594429,"P.C. Cast, Kristin Cast",2012,"Hidden (House of Night, #10)"
2987,1423121325,Rachel Hawkins,2012,"Spell Bound (Hex Hall, #3)"
2988,1557091552,"Carolyn Keene, Russell H. Tandy, Sara Paretsky",1930,"The Secret of the Old Clock (Nancy Drew, #1)"
2989,446679089,Nelson DeMille,1997,"Plum Island (John Corey, #1)"
2990,60775971,"Hugh Lofting, Michael Hague",1920,"The Story of Doctor Dolittle (Doctor Dolittle, #1)"
2991,743454510,Jodi Picoult,2003,Second Glance
2992,069401298X,Arnold Lobel,1971,"Frog and Toad Together (Frog and Toad, #2)"
2993,1563127873,Shirley Jackson,1948,The Lottery
2994,345459202,Adriana Trigiani,2000,"Big Stone Gap (Big Stone Gap, #1)"
2995,345485750,Steve Berry,2007,"The Alexandria Link (Cotton Malone, #2)"
2996,61797022,Kelley Armstrong,2011,"The Gathering (Darkness Rising, #1)"
2997,1595143203,Richelle Mead,2013,"The Fiery Heart (Bloodlines, #4)"
2998,441018521,Ilona Andrews,2010,"Magic Bleeds (Kate Daniels, #4)"
2999,1501116975,"Isabel Allende, Nick Caistor, Amanda Hopkinson",2015,The Japanese Lover
3000,552154164,Terry Pratchett,1997,"Jingo (Discworld, #21; City Watch, #4)"
3001,553589377,Lara Adrian,2007,"Kiss of Midnight (Midnight Breed,  #1)"
3002,375753737,"D.H. Lawrence, Geoff Dyer",1913,Sons and Lovers
3003,031235326X,Barbara Taylor Bradford,1979,A Woman of Substance (Emma Harte Saga #1)
3004,,Nicole  Williams,2012,"Crash (Crash, #1)"
3005,1455521213,David Baldacci,2013,"The Hit (Will Robie, #2)"
3006,441013678,William Gibson,1986,"Count Zero (Sprawl, #2)"
3007,140006466X,Lisa See,2007,Peony in Love
3008,316051594,Sarah Ockler,2009,Twenty Boy Summer
3009,446677477,"Robert T. Kiyosaki, Sharon L. Lechter",1998,Rich Dad's Cashflow Quadrant: Rich Dad's Guide to Financial Freedom
3010,1605980927,"Camilla Läckberg, Steven T. Murray",2004,"The Ice Princess (Patrik Hedström, #1)"
3011,767907817,Jane Green,2000,Bookends
3012,,Donna Mabry,2014,Maude
3013,765316978,John Scalzi,2007,The Last Colony (Old Man's War #3)
3014,60283289,"Laura Joffe Numeroff, Felicia Bond",2002,If You Take a Mouse to School
3015,147677143X,Colleen Hoover,2013,"Finding Cinderella (Hopeless, #2.5)"
3016,60086246,Marian Keyes,1999,Last Chance Saloon
3017,148234873X,Georgia Cates,2013,"Beauty from Pain (Beauty, #1)"
3018,1416507779,Mary Higgins Clark,1975,Where Are the Children?
3019,441328091,Robin McKinley,1984,"The Hero and the Crown (Damar, #2)"
3020,1593080298,"Franz Kafka, Jason Baker, Donna Freed",1915,The Metamorphosis and Other Stories
3021,006079156X,Thrity Umrigar,2006,The Space Between Us
3022,451528182,"Unknown, Burton Raffel, Neil D. Isaacs",1390,Sir Gawain and the Green Knight 
3023,140621334,Jerome K. Jerome,1889,"Three Men in a Boat (Three Men, #1)"
3024,345326490,Edward Abbey,1968,Desert Solitaire
3025,312306342,Janet Evanovich,2007,"Plum Lovin' (Stephanie Plum, #12.5)"
3026,159562015X,Tom Rath,2007,Strengths Finder 2.0
3027,1842431293,Tom Robbins,1971,Another Roadside Attraction
3028,517223546,Edward Rutherfurd,1987,Sarum: The Novel of England
3029,6178731,Sidney Sheldon,1980,Rage of Angels
3030,1595144331,Richelle Mead,2010,"Vampire Academy Box Set (Vampire Academy, #1-4)"
3031,142998192X,Alyson Noel,2011,"Everlasting (The Immortals, #6)"
3032,1481280767,Bella Forrest,2012,"A Shade of Vampire (A Shade of Vampire, #1)"
3033,553381350,Tom Wolfe,1979,The Right Stuff
3034,312349998,Madeleine Wickham,2000,Cocktails for Three
3035,345476980,Tess Gerritsen,2006,"Vanish (Rizzoli & Isles, #5)"
3036,006056668X,Christopher Moore,2003,"Fluke: Or, I Know Why the Winged Whale Sings"
3037,871917726,"Edgar Allan Poe, Byron Glaser, Bill D. Fountain",1843,The Tell-Tale Heart
3038,1594487561,Jean Kwok,2010,Girl in Translation
3039,62014552,Lauren Oliver,2014,"Panic (Panic, #1)"
3040,,Abbi Glines,2012,"Because of Low (Sea Breeze, #2)"
3041,1579124577,"Leonardo da Vinci, H. Anna Suh",1519,Leonardo's Notebooks
3042,345450744,Kristin Hannah,2003,Between Sisters
3043,1477808701,Blake Crouch,2013,"Wayward (Wayward Pines, #2)"
3044,60882077,"Angie Sage, Mark Zug",2008,"Queste (Septimus Heap, #4)"
3045,553536516,Sophie Kinsella,2015,Finding Audrey
3046,913668680,Mollie Katzen,1977,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York"
3047,7158475,Dr. Seuss,1965,Fox in Socks
3048,375706852,"Orhan Pamuk, Erdağ M. Göknar",1998,My Name is Red
3049,671227424,Carlos Castaneda,1968,The Teachings of Don Juan: A Yaqui Way of Knowledge 
3050,446573108,David Baldacci,2011,"The Sixth Man (Sean King & Michelle Maxwell, #5)"
3051,689878362,Marcia Brown,1947,Stone Soup
3052,786839171,Cinda Williams Chima,2006,"The Warrior Heir (The Heir Chronicles, #1)"
3053,345542924,Janet Evanovich,2014,"Top Secret Twenty-One (Stephanie Plum, #21)"
3054,075791084X,John   Williams,2003,Harry Potter and the Chamber of Secrets: Sheet Music for Flute with C.D
3055,1852864982,"Neil Gaiman, Chris Bachalo, Mark Buckingham, Tori Amos",1993,Death: The High Cost of Living Collected
3056,310241634,Catherine Marshall,1967,Christy
3057,62208195,Tahereh Mafi,2012,"Destroy Me (Shatter Me, #1.5)"
3058,553588079,Lisa Gardner,2006,"Gone (Quincy & Rainie, #5)"
3059,1400062756,Carol S. Dweck,2006,Mindset: The New Psychology of Success
3060,545060443,Jude Watson,2009,Beyond the Grave (The 39 Clues #4)
3061,6280935,C.S. Lewis,1940,The Problem of Pain
3062,300122233,"Richard H. Thaler, Cass R. Sunstein",2008,"Nudge: Improving Decisions About Health, Wealth, and Happiness"
3063,1416949658,Susan Cooper,1973,"The Dark Is Rising (The Dark is Rising, #2)"
3064,374239215,Jonathan Franzen,2015,Purity
3065,451205421,"Richard Paige, Dean Koontz",1985,The Door to December
